buyer_member_id,advertiser_id,campaign_id,imps,cost,revenue,clicks
407,2228,24922,8334,3.25,6.5,13
648,10450,36992,10,0.01,0,0
650,13370,39534,17,0,0,0
691,6936,32383,350590,170.610939,175641.582,0
739,7109,32549,1,0.0005,0.001,0
739,7185,32574,1,0.0005,0.001,0
739,7244,32629,2,0.0005,0.002,0
739,7262,32651,1,0,0.001,0
739,7266,32655,9,0.0075,0.009,0
739,7351,32733,2,0.001086,0.002,0
739,7381,32766,2,0.0005,0.002,0
739,7431,32819,1,0,0.001,0
739,7720,33049,1,0.0005,0.001,0
739,7769,33110,2,0.0005,0.002,0
739,8061,33669,2,0.002724,0.002,0
739,8121,33725,2,0.0005,0.002,0
739,9077,35220,8,0.004535,0.008,0
739,9079,35222,2,0.0005,0.002,0
739,9233,35373,1,0.0005,0.001,0
739,10417,36959,134,0.067,0.134,0
739,10491,37033,134,0.067,0.134,0
739,10947,37650,100,0.05,0.1,0
739,10959,37662,215,0.177394,0.215,0
739,11008,37717,200,0.1,0.2,0
739,11506,38306,100,0.05,0.1,0
739,11563,38371,10,0.005,0.01,0
739,11594,38400,60,0.028155,0.06,0
739,11604,38404,10,0.003692,0.01,0
739,11799,38585,10,0,0.01,0
739,11829,38601,10,0,0.01,0
739,11888,38639,10,0.005,0.01,0
739,11890,38641,10,0.005,0.01,0
739,12422,38677,1,0.0005,0.001,0
739,12447,38707,200,0.1,0.2,0
739,12449,38709,200,0.1,0.2,0
739,12472,38733,200,0.1,0.2,0
739,12511,38782,1,0.0005,0.001,0
739,12525,38795,1,0.0005,0.001,0
739,12690,38978,2,0.000914,0.002,0
739,12728,39015,1,0.0005,0.001,0
739,12853,39128,1,0,0.001,0
739,12857,39132,2,0.0005,0.002,0
739,12960,39232,1,0,0.001,0
739,12964,39236,1,0.0005,0.001,0
739,12970,39242,1,0.0005,0.001,0
739,15663,39845,10,0.01,0.01,0
739,15679,39859,10,0.01,0.01,0
740,7245,32630,1,0.0005,0.001,0
740,7414,32802,1,0.0005,0.001,0
740,7440,32822,2,0.0005,0.002,0
740,7450,32832,1,0.0005,0.001,0
740,7475,32840,2,0.0005,0.002,0
740,7520,32884,4,0.002,0.004,0
740,7686,33016,1,0.0005,0.001,0
740,8380,34461,1,0.0005,0.001,0
740,9209,35347,1,0.0005,0.001,0
740,9215,35353,5,0.005867,0.005,0
740,9730,35918,1,0.002776,0.001,0
740,9804,35992,1,0,0.001,0
740,9818,36006,1,0.0005,0.001,0
740,12715,39003,2,0.000933,0.002,0
740,12844,39119,2,0.000967,0.002,0
740,13073,39351,2,0.003112,0.002,0
740,13102,39380,4,0.01364,0.004,0
742,10855,37720,2,0,0,0
742,11411,38270,1,0,0,1
742,11411,38276,3,0,0,1
742,11706,38511,8,0,0,3
768,7736,33065,10,0.011939,0.01,0
830,11228,38402,8542394,18605.15495,26778,51556
851,11231,37925,52,0,0,27
918,28540,53336,1,0.000861,0.001435,0
49,815,22113,22,0.0165,0.066,0
49,13378,40041,2,0.005,0.01,0
281,71,21113,84,0.1344,0.168,1
294,364,17761,5922,29.919321,0,0
310,569,18316,19,0.0013,0.019,0
310,569,18319,16,0.0009,0.016,0
310,569,18327,12,0.0009,0.012,1
310,569,18337,12,0.0006,0.012,1
310,569,18382,17,0.0015,0.017,1
310,569,18392,16,0.001,0.016,0
310,569,18419,16,0.001,0.016,2
310,569,18430,13,0.001,0.013,0
310,569,18448,14,0.0008,0.014,0
310,569,18479,18,0.0013,0.018,1
310,569,18482,18,0.001,0.018,0
310,570,18561,15,0.0012,0.015,0
310,570,18562,16,0.0009,0.016,0
310,570,18567,14,0.0007,0.014,1
310,570,18625,11,0.0008,0.011,0
310,570,18630,8,0.0006,0.008,1
310,570,18645,14,0.0009,0.014,0
310,570,18660,11,0.0007,0.011,0
310,570,18669,10,0.0007,0.01,1
310,571,18684,16,0.0011,0.016,0
310,571,18688,12,0.0009,0.012,1
310,571,18697,13,0.0008,0.013,1
310,571,18706,11,0.0008,0.011,0
310,571,18709,9,0.0007,0.009,0
310,571,18733,11,0.0007,0.011,0
310,571,18760,10,0.0008,0.01,0
310,571,18761,14,0.0006,0.014,2
310,571,18776,17,0.0009,0.017,0
310,571,18802,13,0.0009,0.013,0
310,571,18806,12,0.0008,0.012,1
310,571,18831,14,0.001,0.014,0
310,571,18839,18,0.0014,0.018,0
310,571,18862,16,0.0009,0.016,0
310,571,18871,12,0.0006,0.012,0
310,571,18879,17,0.0011,0.017,0
310,572,18927,9,0.0008,0.009,0
310,572,18929,14,0.0009,0.014,0
310,572,18965,16,0.0009,0.016,1
310,572,18988,8,0.0006,0.008,0
310,572,18992,21,0.0012,0.021,1
310,572,19033,15,0.001,0.015,1
310,573,19123,12,0.0011,0.012,0
310,573,19176,12,0.001,0.012,1
310,573,19200,11,0.0008,0.011,0
310,573,19223,14,0.001,0.014,0
310,573,19228,18,0.0013,0.018,1
310,573,19230,8,0.0006,0.008,1
310,573,19277,8,0.0007,0.008,0
310,574,19302,13,0,0,0
310,574,19348,10,0.0005,0.01,1
310,574,19403,11,0,0,0
310,574,19405,13,0.0007,0.013,0
310,574,19410,19,0.0014,0.019,0
310,574,19448,13,0.001,0.013,1
310,574,19457,4,0.0004,0.004,0
310,575,19633,15,0.0011,0.015,1
310,576,19832,10,0.0004,0.01,1
310,576,19848,14,0.0011,0.014,0
310,576,19852,12,0.0006,0.012,1
310,577,19891,16,0.001,0.016,1
310,577,19904,9,0.0005,0.009,0
310,577,19946,14,0.001,0.014,0
310,577,20045,18,0.0011,0.018,0
310,577,20049,16,0.0006,0.016,1
310,577,20067,11,0.001,0.011,3
310,577,20068,8,0.0005,0.008,0
310,578,20112,11,0.0009,0.011,1
310,578,20166,14,0.0009,0.014,0
310,578,20208,9,0.0007,0.009,2
310,578,20278,10,0.0007,0.01,0
324,690,25423,24,0,0,0
324,1713,22852,153,0.75286,0,0
324,1713,22856,3155,28.372336,0,0
324,1713,26215,1,0.010753,0.001,0
324,1856,23654,31,6.508,13.016,8
324,3178,29889,100,0.5,1,0
324,3246,28953,9748,4.874,0,0
324,3557,30478,749,0.0749,0.749,0
331,500,18009,62,0,0,0
331,2893,27729,331,0.156076,0.331,0
331,3269,29489,14879,14.821307,14.879,0
360,3034,27850,411,0,0,0
360,3108,27770,2,0,0,0
360,3184,28359,2447,0,0,0
360,3184,28394,7,0,0,0
360,3184,28397,10599,0,0,0
360,3220,28614,4,0,0,0
360,3248,30253,3501,0,0,0
367,1745,25093,2,0.026223,0.028845,0
367,2441,25070,1811,3.150845,3.465932,0
376,8944,34877,14,0.02515,0.037,0
405,3651,30824,6,0.00018,0.006,0
407,500,22260,6,0,0,0
611,2858,27133,9,0,0,1
620,3175,28023,4,0.0024,0.0048,0
648,3697,30842,7,0.007,0,0
648,10449,36991,10,0.01,0,0
739,7357,32740,2,0.002844,0.002,0
739,7510,32874,6,0.003956,0.006,0
739,7683,33013,1,0,0.001,0
739,7706,33034,1,0,0.001,0
739,7773,33114,2,0.0005,0.002,0
739,7977,33455,1001,0.5005,1.001,0
739,8059,33667,2,0.008,0.012,0
739,9047,35189,2,0.002233,0.002,0
739,9075,35218,9,0.00274,0.009,0
739,9095,35242,8,0.002522,0.008,0
739,9513,35682,1,0.001274,0.001,0
739,9805,35993,1,0.0005,0.001,0
739,10419,36961,134,0.067,0.134,0
739,10428,36970,133,0.0665,0.133,0
739,10436,36978,135,0.0675,0.135,0
739,10457,36999,469,0.2345,0.469,0
739,10501,37043,134,0.067,0.134,0
739,10877,37520,100,0.05,0.1,0
739,10898,37601,200,0.1,0.2,0
739,10984,37694,200,0.1,0.2,0
739,11578,38392,10,0.005146,0.01,0
739,11781,38576,10,0,0.01,0
739,11833,38603,10,0,0.01,0
739,11861,38617,10,0,0.01,0
739,12551,38822,1,0.0005,0.001,0
739,12580,38854,2,0.0005,0.002,0
739,12744,39031,2,0.0005,0.002,0
739,13109,39387,4,0.01364,0.004,0
739,13171,39498,100,0.05,0.1,0
739,15551,39686,15,0.0075,0.015,0
739,15609,39764,6,0.006,0.006,0
739,15676,39856,10,0.01,0.01,0
739,15710,39890,10,0.01,0.01,0
739,15796,39980,10,0.01,0.01,0
740,7275,32662,1,0.0005,0.001,0
740,7481,32844,2,0.000664,0.002,0
740,7696,33025,1,0.0005,0.001,0
740,9082,35225,8,0.008803,0.008,0
740,9172,35311,1,0,0.001,0
740,9534,35705,1,0.0005,0.001,0
740,9550,35722,1,0.00067,0.001,0
740,9630,35812,1,0.0005,0.001,0
740,9634,35817,1,0,0.001,0
740,9724,35912,1,0.0005,0.001,0
740,12850,39125,2,0.000876,0.002,0
740,12951,39222,2,0.0005,0.002,0
740,12983,39261,2,0.0005,0.002,0
740,13110,39388,4,0.01364,0.004,0
742,10855,37594,1,0,0,0
742,11411,38254,1,0,0,0
742,11411,38480,6,0,0,1
762,6689,31853,1,0.0005,0.001,0
768,7712,33039,2,0.002,0.002,0
833,9890,36386,4751,918.75,1837.5,1470
841,10517,37064,13,0.00013,0,0
845,10857,37497,699,3.495,0,0
49,10800,37265,86,0.043,0.086,0
185,62,30916,95,0.132931,0.475,0
281,659,21060,27,0.0054,0.27,0
294,364,17824,225688,612.346771,0,0
310,569,18325,17,0.0011,0.017,1
310,569,18331,17,0.0012,0.017,0
310,569,18386,17,0.0011,0.017,1
310,569,18395,10,0.0006,0.01,0
310,569,18423,13,0.001,0.013,0
310,569,18458,16,0.0009,0.016,1
310,569,18473,10,0.0006,0.01,0
310,569,18475,8,0.0004,0.008,0
310,570,18527,13,0.0008,0.013,0
310,570,18542,14,0.001,0.014,0
310,570,18555,17,0.0014,0.017,0
310,570,18577,16,0.001,0.016,1
310,570,18580,18,0.001,0.018,1
310,570,18595,15,0.0011,0.015,0
310,570,18644,11,0.001,0.011,1
310,571,18701,19,0.0014,0.019,2
310,571,18750,10,0.0006,0.01,0
310,571,18785,6,0.0003,0.006,0
310,571,18819,16,0.0013,0.016,0
310,571,18824,10,0.0007,0.01,1
310,571,18827,16,0.0009,0.016,0
310,571,18840,12,0.0007,0.012,0
310,571,18872,19,0.0016,0.019,0
310,572,18923,14,0.0012,0.014,1
310,572,18997,12,0.001,0.012,0
310,572,19038,15,0.0013,0.015,1
310,572,19067,14,0.0008,0.014,1
310,573,19087,13,0.0011,0.013,0
310,573,19099,14,0.0013,0.014,0
310,573,19117,21,0.0013,0.021,0
310,573,19152,12,0.0008,0.012,0
310,573,19159,7,0.0005,0.007,0
310,573,19243,8,0.0005,0.008,0
310,573,19251,12,0.0007,0.012,0
310,573,19269,10,0.0007,0.01,0
310,573,19280,12,0.0007,0.012,1
310,573,19283,16,0.0012,0.016,0
310,574,19291,12,0,0,0
310,574,19305,12,0.0007,0.012,0
310,574,19308,12,0.0009,0.012,1
310,574,19415,11,0.0008,0.011,0
310,574,19455,14,0.001,0.014,0
310,575,19643,9,0.0005,0.009,1
310,576,19847,16,0.0009,0.016,0
310,577,19918,14,0.0008,0.014,0
310,577,19922,10,0.0006,0.01,0
310,577,19967,13,0.0007,0.013,0
310,577,20025,15,0.0009,0.015,0
310,577,20077,14,0.0009,0.014,0
310,578,20100,9,0.0005,0.009,0
310,578,20132,12,0.0007,0.012,0
